ad_id,first_seen_date,snapshot_date,before,after,change_type
1856010540142865,20260302,20260401,(신)_서울_진료셀프캠_주사형 비만치료제보다 더중요한이것_26120,(신)_서울_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120_off,date_code
1858361825289345,20260317,20260401,(신)_서울_진료셀프캠_주사형 비만치료제보다 더중요한이것_26120,(신)_서울_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120_off,date_code
1860714411785218,20260401,20260403,(재)_창원_진료셀프캠_비만주사 10년은 늙어보인대요_260326,(신)_창원_의료진정보_주사형비만치료제 10년은_260116,creative_kind
1860714411785218,20260401,20260414,(신)_창원_의료진정보_주사형비만치료제 10년은_260116,(재)_창원_진료셀프캠_비만주사 10년은 늙어보인대요_260326,creative_kind
1861708051912898,20260410,20260414,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260407,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260406,date_code
1861708051912898,20260410,20260422,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260406,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260407,date_code
1861708051912898,20260410,20260423,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260407,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260406,date_code
1861708051912898,20260410,20260424,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260406,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260407,date_code
1861708051912898,20260410,20260425,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260407,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260406,date_code
