ad_id,first_seen_date,snapshot_date,before,after
1859895975928241,20260401,20260403,(재)_천안_진료셀프캠_50대 뱃살 체지방만_260317_off,(재)_천안_진료셀프캠_50대 뱃살 체지방만_260317
1859896079113569,20260401,20260403,(재)_수원_진료셀프캠_50대 뱃살 체지방만_260317_off,(재)_수원_진료셀프캠_50대 뱃살 체지방만_260317
1859896191187025,20260401,20260403,(재)_대구_진료셀프캠_50대 뱃살 체지방만_260317_off,(재)_대구_진료셀프캠_50대 뱃살 체지방만_260317
1859896270778561,20260401,20260403,(재)_부평_진료셀프캠_50대 뱃살 체지방만_260317_off,(재)_부평_진료셀프캠_50대 뱃살 체지방만_260317
1859896310509633,20260401,20260403,(재)_서울_진료셀프캠_50대 뱃살 체지방만_260317_off,(재)_서울_진료셀프캠_50대 뱃살 체지방만_260317
1859896365364290,20260401,20260403,(재)_창원_진료셀프캠_50대 뱃살 체지방만_260311_off,(재)_창원_진료셀프캠_50대 뱃살 체지방만_260311
1859896796626130,20260401,20260403,(신)_부평_인플방문후기_50대엄마 혈당다이어트(햅삐)_260317_off,(신)_부평_인플방문후기_50대엄마 혈당다이어트(햅삐)_260317
1859897183293617,20260401,20260403,(재)_수원_진료셀프캠_50대 20대처럼 체지방_260317_off,(재)_수원_진료셀프캠_50대 20대처럼 체지방_260317
1859897183294593,20260401,20260403,(신)_수원_인플방문후기_먹을거 다먹으면서(미미)_260317_off,(신)_수원_인플방문후기_먹을거 다먹으면서(미미)_260317
1859897365795954,20260401,20260403,(신)_대구_인플방문후기_50대엄마 혈당다이어트(햅삐)_260317_off,(신)_대구_인플방문후기_50대엄마 혈당다이어트(햅삐)_260317
1859897459766273,20260401,20260403,(재)_창원_진료셀프캠_50대 20대처럼 체지방_260317_off,(재)_창원_진료셀프캠_50대 20대처럼 체지방_260317
1859897624509618,20260401,20260403,(신)_창원_인플방문후기_먹을거 다먹으면서(미미)_260317_off,(신)_창원_인플방문후기_먹을거 다먹으면서(미미)_260317
1859897810343346,20260401,20260403,(재)_천안_진료셀프캠_50대 20대처럼 체지방_260317_off,(재)_천안_진료셀프캠_50대 20대처럼 체지방_260317
1860169742535889,20260401,20260403,(재)_서울_의료진정보_비만주사 굶는다이어트_260320_off,(재)_서울_의료진정보_비만주사 굶는다이어트_260320
1860169742535905,20260401,20260403,(재)_서울_진료셀프캠_비만주사없이 체질_260320_off,(재)_서울_진료셀프캠_비만주사없이 체질_260320
1860170168891521,20260401,20260403,(재)_부평_의료진정보_비만주사요요 탄수중독_260320_off,(재)_부평_의료진정보_비만주사요요 탄수중독_260320
1860170168891553,20260401,20260403,(재)_부평_의료진정보_비만주사 굶는다이어트_260320_off,(재)_부평_의료진정보_비만주사 굶는다이어트_260320
1860170429960209,20260401,20260403,(재)_수원_의료진정보_비만주사 굶는다이어트_260320_off,(재)_수원_의료진정보_비만주사 굶는다이어트_260320
1860170767678546,20260401,20260403,(재)_일산_진료셀프캠_비만주사없이 체질_260320_off,(재)_일산_진료셀프캠_비만주사없이 체질_260320
1860170996611154,20260401,20260402,(재)_대구_의료진정보_비만주사요요 탄수중독_260320_off,(재)_대구_의료진정보_비만주사요요 탄수중독_260320
1860171178598913,20260401,20260403,(재)_창원_의료진정보_비만주사요요 탄수중독_260320_off,(재)_창원_의료진정보_비만주사요요 탄수중독_260320
1860171178598945,20260401,20260403,(재)_창원_진료셀프캠_비만주사없이 체질_260320_off,(재)_창원_진료셀프캠_비만주사없이 체질_260320
1860171393987826,20260401,20260403,(재)_천안_의료진정보_비만주사요요 탄수중독_260320_off,(재)_천안_의료진정보_비만주사요요 탄수중독_260320
1860263432482913,20260401,20260403,(재)_천안_의료진정보_비만주사 굶는다이어트_260320_off,(재)_천안_의료진정보_비만주사 굶는다이어트_260320
1860263586161073,20260401,20260403,(재)_창원_의료진정보_비만주사 굶는다이어트_260320_off,(재)_창원_의료진정보_비만주사 굶는다이어트_260320
1860263658516898,20260401,20260403,(재)_대구_의료진정보_비만주사 굶는다이어트_260320_off,(재)_대구_의료진정보_비만주사 굶는다이어트_260320
1860263832597602,20260401,20260403,(재)_수원_의료진정보_비만주사요요 탄수중독_260320_off,(재)_수원_의료진정보_비만주사요요 탄수중독_260320
1860263975141538,20260401,20260403,(재)_부평_진료셀프캠_비만주사없이 체질_260320_off,(재)_부평_진료셀프캠_비만주사없이 체질_260320
1860540120254785,20260401,20260403,(재)_서울_리얼모델후기_체지방만 14kg 먹으면서_260324_off,(재)_서울_리얼모델후기_체지방만 14kg 먹으면서_260324
1860540316833154,20260401,20260403,(재)_부평_리얼모델후기_체지방만 14kg 먹으면서_260324_off,(재)_부평_리얼모델후기_체지방만 14kg 먹으면서_260324
1860540618316817,20260401,20260403,(재)_수원_리얼모델후기_체지방만 14kg 먹으면서_260324_off,(재)_수원_리얼모델후기_체지방만 14kg 먹으면서_260324
1860540762588193,20260401,20260403,(재)_일산_리얼모델후기_체지방만 14kg 먹으면서_260324_off,(재)_일산_리얼모델후기_체지방만 14kg 먹으면서_260324
1860540866227313,20260401,20260403,(재)_대구_리얼모델후기_체지방만 14kg 먹으면서_260324_off,(재)_대구_리얼모델후기_체지방만 14kg 먹으면서_260324
1860540958179489,20260401,20260403,(재)_창원_리얼모델후기_체지방만 14kg 먹으면서_260324_off,(재)_창원_리얼모델후기_체지방만 14kg 먹으면서_260324
1860541057046561,20260401,20260403,(재)_천안_리얼모델후기_체지방만 14kg 먹으면서_260324_off,(재)_천안_리얼모델후기_체지방만 14kg 먹으면서_260324
1860541618997553,20260401,20260403,(신)_수원_인플방문후기_건강한다이어트(박고경)_260324_off,(신)_수원_인플방문후기_건강한다이어트(박고경)_260324
1860541618998401,20260401,20260403,(재)_수원_리얼모델후기_16kg 충격적인 아이들 반응_260324_off,(재)_수원_리얼모델후기_16kg 충격적인 아이들 반응_260324
1860542105384274,20260401,20260403,(신)_창원_인플방문후기_건강한다이어트(박고경)_260324_off,(신)_창원_인플방문후기_건강한다이어트(박고경)_260324
1860542105384290,20260401,20260403,(재)_창원_진료셀프캠_창원 다이어트 성지_260309_off,(재)_창원_진료셀프캠_창원 다이어트 성지_260309
1860542345890177,20260401,20260403,(신)_천안_인플방문후기_건강한다이어트(박고경)_260324_off,(신)_천안_인플방문후기_건강한다이어트(박고경)_260324
1860545998449873,20260401,20260403,(신)_서울_인플방문후기_건강한다이어트(박고경)_260324_off,(신)_서울_인플방문후기_건강한다이어트(박고경)_260324
1860546064810113,20260401,20260403,(신)_대구_인플방문후기_건강한다이어트(박고경)_260324_off,(신)_대구_인플방문후기_건강한다이어트(박고경)_260324
1860546289895601,20260401,20260403,(신)_일산_인플방문후기_건강한다이어트(박고경)_260324_off,(신)_일산_인플방문후기_건강한다이어트(박고경)_260324
1860614178390386,20260401,20260402,"(재)_서울_인플방문후기_건강한다이어트(서울,박고경)_260325_off","(재)_서울_인플방문후기_건강한다이어트(서울,박고경)_260325"
1860713378682306,20260401,20260402,(재)_부평_진료셀프캠_비만주사 10년은 늙어보인대요_260326_off,(재)_부평_진료셀프캠_비만주사 10년은 늙어보인대요_260326
1860713698941122,20260401,20260402,(재)_수원_진료셀프캠_비만주사 10년은 늙어보인대요_260326_off,(재)_수원_진료셀프캠_비만주사 10년은 늙어보인대요_260326
1860714059403745,20260401,20260402,(재)_일산_진료셀프캠_비만주사끊고15kg_260326_off,(재)_일산_진료셀프캠_비만주사끊고15kg_260326
1860714231170321,20260401,20260402,(재)_대구_진료셀프캠_비만주사 10년은 늙어보인대요_260326_off,(재)_대구_진료셀프캠_비만주사 10년은 늙어보인대요_260326
1860714411785218,20260401,20260402,(재)_창원_진료셀프캠_비만주사 10년은 늙어보인대요_260326_off,(재)_창원_진료셀프캠_비만주사 10년은 늙어보인대요_260326
1860714711311361,20260401,20260402,(재)_천안_진료셀프캠_비만주사끊고15kg_260326_off,(재)_천안_진료셀프캠_비만주사끊고15kg_260326
1861074376185921,20260401,20260403,(신)_서울_의료진정보_주사형비만치료제 10년은_260116_off,(신)_서울_의료진정보_주사형비만치료제 10년은_260116
1861074540154882,20260401,20260403,(신)_일산_의료진정보_주사형비만치료제 10년은_260116_off,(신)_일산_의료진정보_주사형비만치료제 10년은_260116
1861074626769138,20260401,20260403,(신)_수원_의료진정보_주사형비만치료제 10년은_260116_off,(신)_수원_의료진정보_주사형비만치료제 10년은_260116
1861074964856914,20260401,20260403,(신)_창원_의료진정보_주사형비만치료제 10년은_260116_off,(신)_창원_의료진정보_주사형비만치료제 10년은_260116
