소재구분_신규,소재유형,소재명,집행지점목록_신규,집행지점분포_신규,집행지점수_신규,총비용_신규,총전환_신규,총클릭_신규,총노출_신규,총랜딩_신규,집행일수_신규,귀속주의건수_신규,매칭키_신규,CPA_신규,CTR_신규,CVR_신규,랜딩률_신규,평가가능_신규,TIER_신규,TIER_근거_신규,지점편중주석_신규,지점별_상대평가_신규,소재구분_재가공,집행지점목록_재가공,집행지점분포_재가공,집행지점수_재가공,총비용_재가공,총전환_재가공,총클릭_재가공,총노출_재가공,총랜딩_재가공,집행일수_재가공,귀속주의건수_재가공,매칭키_재가공,CPA_재가공,CTR_재가공,CVR_재가공,랜딩률_재가공,평가가능_재가공,TIER_재가공,TIER_근거_재가공,지점편중주석_재가공,지점별_상대평가_재가공,match_type,CTR_변화율,CTR_변화,CVR_변화율,CVR_변화,CPA_변화율,CPA_변화,훅판정
신규,인플방문후기,끝내주는 다이어트(창원언니쓰),['창원'],{'창원': 29},1,261933,15,253,34525,0,29,0,인플방문후기_끝내주는 다이어트(창원언니쓰),17462.0,0.73,5.93,0.0,True,TIER1,"CPA(17,462원) ≤ 목표(21,864원) AND CVR(5.9%) ≥ 5%","[!] 창원 100% 집중 (지점 평균 CPA 48,417원)",[V] 창원 TOP (45%),재가공,['창원'],{'창원': 8},1,128585,3,47,14484,0,8,0,인플방문후기_끝내주는 다이어트(창원언니쓰),42862.0,0.32,6.38,0.0,True,TIER3,"CPA(42,862원) > 목표 / CVR(6.4%) ≥ 5%","[!] 창원 100% 집중 (지점 평균 CPA 48,417원)",[V] 창원 TOP (45%),strict,-56.2,0.73% -> 0.32% (-56.2%),7.6,5.93% -> 6.38% (+7.6%),145.5,"17,462원 -> 42,862원 (+145.5%)","부분 효과 — 클릭 DOWN, 전환 UP (정밀 타겟팅 가능성)"
