age_group,총비용,총전환,총클릭,총노출,귀속주의,비용비중,전환비중,CPA,CTR,예산효율점수,효율판정,신뢰도주의
25-34,0,0,0,0,0,0.0,0.0,,,,,
35-44,3478259,100,1591,410183,8,24.6,22.4,34783.0,0.39,0.91,➡️ 양호,⚠️ 귀속 주의 8건 포함
45-54,5851879,175,2720,523606,4,41.4,39.1,33439.0,0.52,0.94,➡️ 양호,⚠️ 귀속 주의 4건 포함
≥55,4790368,172,2625,443525,4,33.9,38.5,27851.0,0.59,1.14,➡️ 양호,⚠️ 귀속 주의 4건 포함
