캠페인 이름,광고 이름,광고 ID,일별,나이,비용,노출수,클릭수(목적지),CTR(목적지),전환수,전환당 비용,전환율(CVR),랜딩 페이지 조회(웹사이트),도달,통화
2604_다이트_전환캠페인,(신)_일산_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1861968797915602,2026-04-09,AGE_45_54,2078,148,2,1.35,0,0,0.0,0,144,KRW
2604_다이트_전환캠페인,(신)_일산_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1861968797915602,2026-04-09,AGE_55_100,930,88,0,0.0,0,0,0.0,0,88,KRW
2604_다이트_전환캠페인,(신)_일산_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1861968797915602,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2603_다이트_전환캠페인,(신)_창원_인플방문후기_더먹어야 다이어트 가능(더먹어유)_260313,1859538526785570,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(신)_창원_인플방문후기_밥빵면안당기는원장님(itsmeyuriwon)_260407,1861796302859538,2026-04-09,AGE_35_44,5513,580,2,0.34,0,0,0.0,0,496,KRW
2604_다이트_전환캠페인,(신)_창원_인플방문후기_밥빵면안당기는원장님(itsmeyuriwon)_260407,1861796302859538,2026-04-09,AGE_45_54,11103,778,5,0.64,0,0,0.0,0,644,KRW
2604_다이트_전환캠페인,(신)_창원_인플방문후기_밥빵면안당기는원장님(itsmeyuriwon)_260407,1861796302859538,2026-04-09,AGE_55_100,7837,535,6,1.12,0,0,0.0,0,458,KRW
2604_다이트_전환캠페인,(신)_창원_인플방문후기_밥빵면안당기는원장님(itsmeyuriwon)_260407,1861796302859538,2026-04-09,NONE,20,2,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(신)_창원_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1861427124084770,2026-04-09,AGE_35_44,3860,448,1,0.22,0,0,0.0,0,399,KRW
2604_다이트_전환캠페인,(신)_창원_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1861427124084770,2026-04-09,AGE_45_54,11750,655,4,0.61,0,0,0.0,0,575,KRW
2604_다이트_전환캠페인,(신)_창원_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1861427124084770,2026-04-09,AGE_55_100,5236,369,3,0.81,0,0,0.0,0,322,KRW
2604_다이트_전환캠페인,(신)_창원_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1861427124084770,2026-04-09,NONE,3,1,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(신)_천안_의료진정보_주사형비만치료제 10년은_260116,1861279064396242,2026-04-09,AGE_35_44,1009,134,0,0.0,0,0,0.0,0,130,KRW
2604_다이트_전환캠페인,(신)_천안_의료진정보_주사형비만치료제 10년은_260116,1861279064396242,2026-04-09,AGE_45_54,1970,204,0,0.0,0,0,0.0,0,193,KRW
2604_다이트_전환캠페인,(신)_천안_의료진정보_주사형비만치료제 10년은_260116,1861279064396242,2026-04-09,AGE_55_100,3025,251,1,0.4,0,0,0.0,0,221,KRW
2603_다이트_전환캠페인,(신)_천안_의료진정보_주사형비만치료제 10년은_260116,1861074704982066,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(신)_천안_의료진정보_주사형비만치료제 10년은_260116,1861279064396242,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(신)_천안_인플방문후기_밥빵면안당기는원장님(itsmeyuriwon)_260407,1861796395517250,2026-04-09,AGE_35_44,6736,470,2,0.43,0,0,0.0,0,420,KRW
2604_다이트_전환캠페인,(신)_천안_인플방문후기_밥빵면안당기는원장님(itsmeyuriwon)_260407,1861796395517250,2026-04-09,AGE_45_54,4904,424,0,0.0,1,4904,0.0,0,370,KRW
2604_다이트_전환캠페인,(신)_천안_인플방문후기_밥빵면안당기는원장님(itsmeyuriwon)_260407,1861796395517250,2026-04-09,AGE_55_100,1962,179,0,0.0,0,0,0.0,0,172,KRW
2604_다이트_전환캠페인,(신)_천안_인플방문후기_밥빵면안당기는원장님(itsmeyuriwon)_260407,1861796395517250,2026-04-09,NONE,12,1,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(신)_천안_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1861969033799841,2026-04-09,AGE_35_44,1393,157,0,0.0,0,0,0.0,0,155,KRW
2604_다이트_전환캠페인,(신)_천안_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1861969033799841,2026-04-09,AGE_45_54,1943,156,1,0.64,0,0,0.0,0,148,KRW
2604_다이트_전환캠페인,(신)_천안_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1861969033799841,2026-04-09,AGE_55_100,1038,61,0,0.0,0,0,0.0,0,58,KRW
2604_다이트_전환캠페인,(신)_천안_인플방문후기_주사형비만치료제(the.hyunniverse)_260403,1861969033799841,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(신)_천안_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1861969112559697,2026-04-09,AGE_35_44,306,74,0,0.0,0,0,0.0,0,67,KRW
2604_다이트_전환캠페인,(신)_천안_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1861969112559697,2026-04-09,AGE_45_54,315,48,0,0.0,0,0,0.0,0,48,KRW
2604_다이트_전환캠페인,(신)_천안_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1861969112559697,2026-04-09,AGE_55_100,472,67,0,0.0,0,0,0.0,0,65,KRW
2603_다이트_전환캠페인,(신)_천안_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,1858358889565697,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_대구_의료진정보_무작정운동으로 팩폭_260406,1861709464313057,2026-04-09,AGE_35_44,487,97,0,0.0,0,0,0.0,0,97,KRW
2604_다이트_전환캠페인,(재)_대구_의료진정보_무작정운동으로 팩폭_260406,1861709464313057,2026-04-09,AGE_45_54,1632,125,1,0.8,0,0,0.0,0,122,KRW
2604_다이트_전환캠페인,(재)_대구_의료진정보_무작정운동으로 팩폭_260406,1861709464313057,2026-04-09,AGE_55_100,968,103,0,0.0,0,0,0.0,0,101,KRW
2603_다이트_전환캠페인,(재)_대구_의료진정보_비만주사요요 탄수중독_260320,1860170996611154,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,"(재)_대구_인플방문후기_건강한다이어트(대구,박고경)_260325",1861278128485793,2026-04-09,AGE_35_44,2720,312,4,1.28,0,0,0.0,0,306,KRW
2604_다이트_전환캠페인,"(재)_대구_인플방문후기_건강한다이어트(대구,박고경)_260325",1861278128485793,2026-04-09,AGE_45_54,2470,252,2,0.79,0,0,0.0,0,246,KRW
2604_다이트_전환캠페인,"(재)_대구_인플방문후기_건강한다이어트(대구,박고경)_260325",1861278128485793,2026-04-09,AGE_55_100,654,152,2,1.32,0,0,0.0,0,148,KRW
2603_다이트_전환캠페인,"(재)_대구_인플방문후기_건강한다이어트(대구,박고경)_260325",1860614125298753,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,"(재)_대구_인플방문후기_건강한다이어트(대구,박고경)_260325",1861278128485793,2026-04-09,NONE,9,3,0,0.0,0,0,0.0,0,0,KRW
2603_다이트_전환캠페인,(재)_대구_인플방문후기_맘껏먹는 다이어트 한달후기_260306,1858833581846626,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_대구_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861437815982145,2026-04-09,AGE_35_44,1544,172,0,0.0,0,0,0.0,0,157,KRW
2604_다이트_전환캠페인,(재)_대구_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861437815982145,2026-04-09,AGE_45_54,2938,236,2,0.85,0,0,0.0,0,211,KRW
2604_다이트_전환캠페인,(재)_대구_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861437815982145,2026-04-09,AGE_55_100,2178,158,0,0.0,0,0,0.0,0,142,KRW
2604_다이트_전환캠페인,(재)_대구_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861437815982145,2026-04-09,NONE,2,1,0,0.0,0,0,0.0,0,0,KRW
2603_다이트_전환캠페인,(재)_대구_인플방문후기_체지방만쏙빼는(부산잇츠)_260220,1858358889560241,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_다이어트의적 밥빵면_260407,1861778669641809,2026-04-09,AGE_35_44,1992,269,0,0.0,0,0,0.0,0,256,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_다이어트의적 밥빵면_260407,1861778669641809,2026-04-09,AGE_45_54,3810,378,1,0.26,0,0,0.0,0,358,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_다이어트의적 밥빵면_260407,1861778669641809,2026-04-09,AGE_55_100,3218,347,3,0.86,1,3218,33.33,0,316,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_다이어트의적 밥빵면_260407,1861778669641809,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_식욕억제주사실패 마지막_260407,1861779512219682,2026-04-09,AGE_35_44,2327,293,0,0.0,0,0,0.0,0,283,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_식욕억제주사실패 마지막_260407,1861779512219682,2026-04-09,AGE_45_54,5016,376,2,0.53,0,0,0.0,0,352,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_식욕억제주사실패 마지막_260407,1861779512219682,2026-04-09,AGE_55_100,2902,265,2,0.75,0,0,0.0,0,254,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_식욕억제주사실패 마지막_260407,1861779512219682,2026-04-09,NONE,3,1,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861278082187298,2026-04-09,AGE_35_44,5013,548,2,0.36,0,0,0.0,0,531,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861278082187298,2026-04-09,AGE_45_54,11535,748,4,0.53,1,11535,25.0,0,714,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861278082187298,2026-04-09,AGE_55_100,12336,700,5,0.71,0,0,0.0,0,651,KRW
2603_다이트_전환캠페인,(재)_대구_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1860546064808049,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_대구_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861278082187298,2026-04-09,NONE,6,2,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,"(재)_대전_인플방문후기_건강한다이어트(대전, 박고경)_260406",1861709876075633,2026-04-09,AGE_35_44,3222,503,3,0.6,0,0,0.0,0,485,KRW
2604_다이트_전환캠페인,"(재)_대전_인플방문후기_건강한다이어트(대전, 박고경)_260406",1861709876075633,2026-04-09,AGE_45_54,2956,422,2,0.47,0,0,0.0,0,409,KRW
2604_다이트_전환캠페인,"(재)_대전_인플방문후기_건강한다이어트(대전, 박고경)_260406",1861709876075633,2026-04-09,AGE_55_100,1822,322,2,0.62,0,0,0.0,0,304,KRW
2604_다이트_전환캠페인,"(재)_대전_인플방문후기_건강한다이어트(대전, 박고경)_260406",1861709876075633,2026-04-09,NONE,4,2,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_대전_인플방문후기_맘껏먹는 다이어트 한달후기_260306,1861708302605361,2026-04-09,AGE_35_44,1030,114,0,0.0,0,0,0.0,0,106,KRW
2604_다이트_전환캠페인,(재)_대전_인플방문후기_맘껏먹는 다이어트 한달후기_260306,1861708302605361,2026-04-09,AGE_45_54,2000,112,2,1.79,0,0,0.0,0,107,KRW
2604_다이트_전환캠페인,(재)_대전_인플방문후기_맘껏먹는 다이어트 한달후기_260306,1861708302605361,2026-04-09,AGE_55_100,918,87,1,1.15,0,0,0.0,0,82,KRW
2604_다이트_전환캠페인,(재)_대전_인플방문후기_먹으면서(대읽남)_260306,1861710694184002,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_다이어트의적 밥빵면_260407,1861776478109986,2026-04-09,AGE_35_44,1859,249,1,0.4,0,0,0.0,0,240,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_다이어트의적 밥빵면_260407,1861776478109986,2026-04-09,AGE_45_54,1476,237,2,0.84,0,0,0.0,0,221,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_다이어트의적 밥빵면_260407,1861776478109986,2026-04-09,AGE_55_100,1386,186,0,0.0,0,0,0.0,0,180,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_다이어트의적 밥빵면_260407,1861776478109986,2026-04-09,NONE,1,1,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260406,1861708051912898,2026-04-09,AGE_35_44,5064,362,2,0.55,2,2532,100.0,0,353,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260406,1861708051912898,2026-04-09,AGE_45_54,5348,335,1,0.3,0,0,0.0,0,329,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260406,1861708051912898,2026-04-09,AGE_55_100,1988,201,1,0.5,0,0,0.0,0,188,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260406,1861708051912898,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260407,1861779986019442,2026-04-09,AGE_35_44,63,15,0,0.0,0,0,0.0,0,15,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260407,1861779986019442,2026-04-09,AGE_45_54,48,9,0,0.0,0,0,0.0,0,9,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260407,1861779986019442,2026-04-09,AGE_55_100,85,8,0,0.0,0,0,0.0,0,8,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861708178989089,2026-04-09,AGE_35_44,10008,1163,4,0.34,3,3336,75.0,0,1106,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861708178989089,2026-04-09,AGE_45_54,17235,1365,11,0.81,1,17235,9.09,0,1284,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861708178989089,2026-04-09,AGE_55_100,14620,1111,5,0.45,0,0,0.0,0,1019,KRW
2604_다이트_전환캠페인,(재)_대전_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861708178989089,2026-04-09,NONE,15,7,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_부평_의료진정보_무작정운동으로 팩폭_260406,1861709708534065,2026-04-09,AGE_35_44,766,94,0,0.0,0,0,0.0,0,88,KRW
2604_다이트_전환캠페인,(재)_부평_의료진정보_무작정운동으로 팩폭_260406,1861709708534065,2026-04-09,AGE_45_54,5546,134,2,1.49,0,0,0.0,0,128,KRW
2604_다이트_전환캠페인,(재)_부평_의료진정보_무작정운동으로 팩폭_260406,1861709708534065,2026-04-09,AGE_55_100,2336,77,2,2.6,0,0,0.0,0,74,KRW
2603_다이트_전환캠페인,(재)_부평_의료진정보_비만주사 굶는다이어트_260320,1860170168891553,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_부평_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861438021385394,2026-04-09,AGE_35_44,1656,227,0,0.0,0,0,0.0,0,216,KRW
2604_다이트_전환캠페인,(재)_부평_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861438021385394,2026-04-09,AGE_45_54,2738,257,1,0.39,0,0,0.0,0,244,KRW
2604_다이트_전환캠페인,(재)_부평_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861438021385394,2026-04-09,AGE_55_100,2114,165,0,0.0,0,0,0.0,0,156,KRW
2603_다이트_전환캠페인,(재)_부평_진료셀프캠_비만주사없이 체질_260320,1860263975141538,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_부평_진료셀프캠_식욕억제주사실패 마지막_260407,1861779276638289,2026-04-09,AGE_35_44,1979,199,0,0.0,0,0,0.0,0,185,KRW
2604_다이트_전환캠페인,(재)_부평_진료셀프캠_식욕억제주사실패 마지막_260407,1861779276638289,2026-04-09,AGE_45_54,1717,197,1,0.51,0,0,0.0,0,190,KRW
2604_다이트_전환캠페인,(재)_부평_진료셀프캠_식욕억제주사실패 마지막_260407,1861779276638289,2026-04-09,AGE_55_100,1233,112,1,0.89,0,0,0.0,0,109,KRW
2604_다이트_전환캠페인,(재)_부평_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861276697497633,2026-04-09,AGE_35_44,6016,518,6,1.16,0,0,0.0,0,492,KRW
2604_다이트_전환캠페인,(재)_부평_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861276697497633,2026-04-09,AGE_45_54,11962,829,1,0.12,0,0,0.0,0,785,KRW
2604_다이트_전환캠페인,(재)_부평_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861276697497633,2026-04-09,AGE_55_100,12174,762,9,1.18,0,0,0.0,0,711,KRW
2604_다이트_전환캠페인,(재)_부평_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861276697497633,2026-04-09,NONE,49,2,0,0.0,0,0,0.0,0,0,KRW
2603_다이트_전환캠페인,(재)_부평_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1858358875905138,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_서울_의료진정보_무작정운동으로 팩폭_260406,1861709796228209,2026-04-09,AGE_35_44,376,19,0,0.0,0,0,0.0,0,19,KRW
2604_다이트_전환캠페인,(재)_서울_의료진정보_무작정운동으로 팩폭_260406,1861709796228209,2026-04-09,AGE_45_54,713,20,0,0.0,0,0,0.0,0,18,KRW
2604_다이트_전환캠페인,(재)_서울_의료진정보_무작정운동으로 팩폭_260406,1861709796228209,2026-04-09,AGE_55_100,957,31,1,3.23,0,0,0.0,0,29,KRW
2603_다이트_전환캠페인,(재)_서울_의료진정보_비만주사 굶는다이어트_260320,1860169742535889,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_서울_인플방문후기_맘껏먹는 다이어트 한달후기_260306,1861276306937889,2026-04-09,AGE_35_44,551,54,0,0.0,0,0,0.0,0,52,KRW
2604_다이트_전환캠페인,(재)_서울_인플방문후기_맘껏먹는 다이어트 한달후기_260306,1861276306937889,2026-04-09,AGE_45_54,884,48,0,0.0,0,0,0.0,0,47,KRW
2604_다이트_전환캠페인,(재)_서울_인플방문후기_맘껏먹는 다이어트 한달후기_260306,1861276306937889,2026-04-09,AGE_55_100,1020,40,1,2.5,0,0,0.0,0,39,KRW
2604_다이트_전환캠페인,(재)_서울_인플방문후기_맘껏먹는 다이어트 한달후기_260306,1861276306937889,2026-04-09,NONE,19,1,0,0.0,0,0,0.0,0,0,KRW
2603_다이트_전환캠페인,(재)_서울_인플방문후기_맘껏먹는 다이어트 한달후기_260306,1858832894864657,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_서울_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861438096695922,2026-04-09,AGE_35_44,602,76,0,0.0,0,0,0.0,0,73,KRW
2604_다이트_전환캠페인,(재)_서울_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861438096695922,2026-04-09,AGE_45_54,855,98,0,0.0,0,0,0.0,0,89,KRW
2604_다이트_전환캠페인,(재)_서울_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861438096695922,2026-04-09,AGE_55_100,687,55,0,0.0,0,0,0.0,0,54,KRW
2604_다이트_전환캠페인,(재)_서울_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861438096695922,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2603_다이트_전환캠페인,(재)_서울_진료셀프캠_비만주사 10년은 늙어보인대요_260326,1860713002800545,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_서울_진료셀프캠_비만주사끊고15kg_260326,1861276375567409,2026-04-09,AGE_35_44,39,9,0,0.0,0,0,0.0,0,9,KRW
2604_다이트_전환캠페인,(재)_서울_진료셀프캠_비만주사끊고15kg_260326,1861276375567409,2026-04-09,AGE_45_54,32,7,0,0.0,0,0,0.0,0,7,KRW
2604_다이트_전환캠페인,(재)_서울_진료셀프캠_비만주사끊고15kg_260326,1861276375567409,2026-04-09,AGE_55_100,97,6,0,0.0,0,0,0.0,0,5,KRW
2603_다이트_전환캠페인,(재)_서울_진료셀프캠_비만주사끊고15kg_260326,1860713002800561,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2603_다이트_전환캠페인,(재)_서울_진료셀프캠_비만주사없이 체질_260320,1860169742535905,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_서울_진료셀프캠_식욕억제주사실패 마지막_260407,1861778815720546,2026-04-09,AGE_35_44,4919,337,1,0.3,0,0,0.0,0,301,KRW
2604_다이트_전환캠페인,(재)_서울_진료셀프캠_식욕억제주사실패 마지막_260407,1861778815720546,2026-04-09,AGE_45_54,7455,457,4,0.88,1,7455,25.0,0,400,KRW
2604_다이트_전환캠페인,(재)_서울_진료셀프캠_식욕억제주사실패 마지막_260407,1861778815720546,2026-04-09,AGE_55_100,8014,398,6,1.51,0,0,0.0,0,355,KRW
2604_다이트_전환캠페인,(재)_서울_진료셀프캠_식욕억제주사실패 마지막_260407,1861778815720546,2026-04-09,NONE,24,2,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_서울_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861276155386962,2026-04-09,AGE_35_44,2493,257,0,0.0,0,0,0.0,0,247,KRW
2604_다이트_전환캠페인,(재)_서울_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861276155386962,2026-04-09,AGE_45_54,11179,532,4,0.75,0,0,0.0,0,510,KRW
2604_다이트_전환캠페인,(재)_서울_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861276155386962,2026-04-09,AGE_55_100,11589,627,10,1.59,0,0,0.0,0,584,KRW
2603_다이트_전환캠페인,(재)_서울_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1859357641001154,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_서울_진료셀프캠_주사형비만치료제 고민끝에 50대부부 -32kg_260225,1861276155386962,2026-04-09,NONE,118,2,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_수원_의료진정보_무작정운동으로 팩폭_260406,1861709615890674,2026-04-09,AGE_25_34,710,243,1,0.41,0,0,0.0,0,233,KRW
2604_다이트_전환캠페인,(재)_수원_의료진정보_무작정운동으로 팩폭_260406,1861709615890674,2026-04-09,AGE_35_44,1004,177,3,1.69,0,0,0.0,0,166,KRW
2604_다이트_전환캠페인,(재)_수원_의료진정보_무작정운동으로 팩폭_260406,1861709615890674,2026-04-09,AGE_45_54,2021,170,1,0.59,0,0,0.0,0,158,KRW
2604_다이트_전환캠페인,(재)_수원_의료진정보_무작정운동으로 팩폭_260406,1861709615890674,2026-04-09,AGE_55_100,1995,166,1,0.6,0,0,0.0,0,152,KRW
2604_다이트_전환캠페인,(재)_수원_의료진정보_무작정운동으로 팩폭_260406,1861709615890674,2026-04-09,NONE,4,1,0,0.0,0,0,0.0,0,0,KRW
2603_다이트_전환캠페인,(재)_수원_의료진정보_비만주사요요 탄수중독_260320,1860263832597602,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,"(재)_수원_인플방문후기_건강한다이어트(수원,박고경)_260325",1861277190081841,2026-04-09,AGE_25_34,7194,1340,7,0.52,0,0,0.0,0,1300,KRW
2604_다이트_전환캠페인,"(재)_수원_인플방문후기_건강한다이어트(수원,박고경)_260325",1861277190081841,2026-04-09,AGE_35_44,12295,1248,9,0.72,2,6147,22.22,0,1200,KRW
2604_다이트_전환캠페인,"(재)_수원_인플방문후기_건강한다이어트(수원,박고경)_260325",1861277190081841,2026-04-09,AGE_45_54,17042,1183,4,0.34,0,0,0.0,0,1117,KRW
2604_다이트_전환캠페인,"(재)_수원_인플방문후기_건강한다이어트(수원,박고경)_260325",1861277190081841,2026-04-09,AGE_55_100,6888,669,3,0.45,0,0,0.0,0,623,KRW
2604_다이트_전환캠페인,"(재)_수원_인플방문후기_건강한다이어트(수원,박고경)_260325",1861277190081841,2026-04-09,NONE,63,5,0,0.0,0,0,0.0,0,0,KRW
2603_다이트_전환캠페인,"(재)_수원_인플방문후기_건강한다이어트(수원,박고경)_260325",1860614554255474,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_수원_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861437972025618,2026-04-09,AGE_25_34,3727,831,1,0.12,0,0,0.0,0,781,KRW
2604_다이트_전환캠페인,(재)_수원_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861437972025618,2026-04-09,AGE_35_44,5393,798,0,0.0,0,0,0.0,0,718,KRW
2604_다이트_전환캠페인,(재)_수원_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861437972025618,2026-04-09,AGE_45_54,6383,785,4,0.51,0,0,0.0,0,708,KRW
2604_다이트_전환캠페인,(재)_수원_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861437972025618,2026-04-09,AGE_55_100,5107,687,4,0.58,0,0,0.0,0,609,KRW
2604_다이트_전환캠페인,(재)_수원_인플방문후기_먹고싶은거다먹는(수원잇츠)_260403,1861437972025618,2026-04-09,NONE,5,2,0,0.0,0,0,0.0,0,0,KRW
2603_다이트_전환캠페인,(재)_수원_진료셀프캠_50대 20대처럼 체지방_260317,1859897183293617,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2603_다이트_전환캠페인,(재)_수원_진료셀프캠_50대 뱃살 체지방만_260317,1859896079113569,2026-04-09,NONE,0,0,0,0.0,0,0,0.0,0,0,KRW
2604_다이트_전환캠페인,(재)_수원_진료셀프캠_비만주사끊고15kg_260326,1861277272418370,2026-04-09,AGE_25_34,452,74,0,0.0,0,0,0.0,0,74,KRW
