ad_id,correct_canonical_name,note
1856010540142865,(신)_서울_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,날짜코드 오타 _26120 → _260120
1858361825289345,(신)_서울_진료셀프캠_주사형 비만치료제보다 더중요한이것_260120,날짜코드 오타 _26120 → _260120
1859155119020354,(재)_창원_인플방문후기_끝내주는 다이어트(창원언니쓰)_260211,API meta의 잘못된 이름 정정
1860714411785218,(재)_창원_진료셀프캠_비만주사 10년은 늙어보인대요_260326,재활용 광고 - 올바른 소재명으로 통일
1861708051912898,(재)_대전_진료셀프캠_식욕억제주사실패 마지막_260407,날짜코드 오타 _260406 → _260407
