weekday,총비용,총전환,총클릭,총노출,일수,비용비중,전환비중,CPA,CTR,CVR,예산효율점수
월,2954684,104,1567,265218,4,16.3,16.3,28410.0,0.59,6.64,1.0
화,3534225,112,1744,304654,5,19.5,17.6,31556.0,0.57,6.42,0.9
수,3151737,121,1643,306890,5,17.4,19.0,26047.0,0.54,7.36,1.09
목,2482771,78,1203,212459,5,13.7,12.2,31830.0,0.57,6.48,0.89
금,2441864,91,1240,244903,4,13.5,14.3,26834.0,0.51,7.34,1.06
토,2482106,99,1453,233315,4,13.7,15.5,25072.0,0.62,6.81,1.13
일,1035272,32,546,87478,4,5.7,5.0,32352.0,0.62,5.86,0.88
